"","fecha","Point Forecast","Lo 80","Hi 80","Lo 95","Hi 95"
"2020.968","2020-12-20",3.90622340959747,2.27047439403899,5.54197242515596,1.40456117107563,6.40788564811932
"2020.972","2020-12-21",3.94732051179084,2.30760012375324,5.58704089982845,1.43958458319086,6.45505644039083
"2020.976","2020-12-23",3.94479427771695,2.30111031432196,5.58847824111195,1.43099658370749,6.45859197172642
"2020.980","2020-12-24",3.91496640358902,2.26732660487267,5.56260620230537,1.39511878153367,6.43481402564436
"2020.984","2020-12-26",3.95195253769896,2.30036458726748,5.60354048813043,1.4260667386594,6.47783833673851
"2020.988","2020-12-27",3.92870071359045,2.27317223926571,5.58422918791519,1.39678840331353,6.46061302386737
"2020.992","2020-12-29",3.91490381997136,2.25544239442606,5.57436524551667,1.37697657986055,6.45283106008217
"2020.996","2020-12-30",3.9017478470363,2.23836098841909,5.5651347056535,1.35781717510776,6.44567851896483
"2021.000","2021-01-01",3.95752001208552,2.29021518463636,5.62482483953468,1.40759732390915,6.50744270026189
"2021.004","2021-01-02",4.00872658868858,2.33751120334436,5.67994197403281,1.45282321831428,6.56462995906288
"2021.008","2021-01-03",3.99405653748094,2.31893795247169,5.66917512249019,1.43218373835043,6.55592933661144
"2021.012","2021-01-05",3.97738451128031,2.29837003271618,5.65639898984445,1.40955345712483,6.54521556543579
"2021.016","2021-01-06",3.96497955550118,2.28207643795028,5.64788267305208,1.39120134122523,6.53875776977713
"2021.020","2021-01-08",3.92940328494253,2.24261873199994,5.61618783788512,1.34968892749405,6.50911764239101
"2021.024","2021-01-09",3.95785639532551,2.2671975601735,5.64851523047753,1.37221683455274,6.54349595609828
